Duração;sys_created_on;assignment_group;short_description;node;cmdb_ci;number;severity;parent;cmdb_ci.sys_class_name;source;sn_priority_group;state;sys_id;type.display_value;u_action_time;u_closed_date;acknowledged;correlation_group;event_count;incident;metric_name;message_key;com_remediacao;Pilar;tasks_count;tasks_numbers;self_healing_status
00:09:00;08/01/2025 03:01;NOC;[Kubernetes] OOM - mkt-audience-cdp-script-manager;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739390;Medio / Minor;nan;Recurso de nuvem;SGO-Dynatrace;Alto(a);Encerrado;f95699da3b0b2e104fee7947f4e45af5;CUSTOM_ALERT;0;08/01/2025 03:10;VERDADEIRO;Nenhum(a);2;nan;CUSTOM_ALERT;8850490534206958872_1754027520000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082723;REM_OK
00:09:25;08/01/2025 03:38;Cards Gestão de Gastos;Response time degradation;;card-spending-management-bff;Alert13739428;Medio / Minor;nan;Serviço do Kubernetes;SGO-Dynatrace;Alto(a);Encerrado;3dbe591e3bcf6a14d3613c37f4e45a9f;PERFORMANCE;0;08/01/2025 03:47;VERDADEIRO;Nenhum(a);4;nan;PERFORMANCE;-3779020438104469887_1754029800000V2-card-spending-management-bff;Sim;Engenharia;1;REM0082724;REM_OK
00:07:35;08/01/2025 03:40;Cards Gestão de Gastos;Response time degradation;;xpinc-cards-invoicesservice;Alert13739429;Medio / Minor;nan;Serviço do Kubernetes;SGO-Dynatrace;Alto(a);Encerrado;642f519e3bcf6a14d3613c37f4e45a64;PERFORMANCE;0;08/01/2025 03:47;VERDADEIRO;Nenhum(a);4;nan;PERFORMANCE;-3779020438104469887_1754029800000V2-xpinc-cards-invoicesservice;Sim;Engenharia;1;REM0082725;REM_OK
00:03:20;08/01/2025 04:22;REX Core;Low disk space;PRDXPFLUXOCX1.xpcorretora.com.br;prdxpfluxocx1;Alert13739521;Alto / Major;nan;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;a8c825da3b0fea102a256747f4e45a5f;RESOURCE_CONTENTION;0;08/01/2025 04:25;FALSO;Nenhum(a);2;nan;LOW_DISK_SPACE;-8944949655099687502_1754032560000V2-PRDXPFLUXOCX1.xpcorretora.com.br;Não;Infra;0;;REM_NOT_OK
00:15:00;08/01/2025 04:23;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-brazilsoutheast-aks;xpi-prd-brazilsoutheast-aks;Alert13739522;Medio / Minor;nan;Recurso de nuvem;SGO-Dynatrace;Alto(a);Encerrado;2be8edd6970f6e106e5efcb6f053af06;CUSTOM_ALERT;0;08/01/2025 04:38;FALSO;Nenhum(a);2;nan;CUSTOM_ALERT;-8140392614687413221_1754032620000V2-xpi-prd-brazilsoutheast-aks;Sim;Infra;1;REM0082726;REM_OK
00:14:05;08/01/2025 04:48;NOC;[Kubernetes] OOM - mkt-audience-cdp-script-manager;xpi-prd-aks-02;xpi-prd-aks-02;Alert13739528;Medio / Minor;Alert13739584;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;9aaee9524743ee14b270fec4f26d43ad;CUSTOM_ALERT;0;08/01/2025 05:02;FALSO;Secundário(a);2;nan;CUSTOM_ALERT;-977479534202346252_1754034180000V2-xpi-prd-aks-02;Sim;Infra;1;REM0082728;REM_OK
00:12:05;08/01/2025 04:48;NOC;[Kubernetes] OOM - mkt-audience-cdp-script-manager;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739529;Medio / Minor;Alert13739581;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;4baead5a978f2210ff0efb96f053afe8;CUSTOM_ALERT;0;08/01/2025 05:00;FALSO;Secundário(a);2;nan;CUSTOM_ALERT;-7841781677312342432_1754034060000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082727;REM_OK
00:08:00;08/01/2025 04:52;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-brazilsoutheast-aks;xpi-prd-brazilsoutheast-aks;Alert13739580;Medio / Minor;Alert13739581;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;9a9f611a3bc3aa14d3613c37f4e45a4e;CUSTOM_ALERT;0;08/01/2025 05:00;FALSO;Secundário(a);2;nan;CUSTOM_ALERT;2467364864779717367_1754034000000V2-xpi-prd-brazilsoutheast-aks;Sim;Infra;1;REM0082729;REM_OK
00:04:05;08/01/2025 04:54;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739582;Medio / Minor;Alert13739581;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;4200f11287cba2105a0a41170cbb35ed;CUSTOM_ALERT;0;08/01/2025 04:58;FALSO;Secundário(a);2;nan;CUSTOM_ALERT;8013539176332612904_1754034000000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082730;REM_OK
00:18:00;08/01/2025 04:56;NOC;[Kubernetes] CPU throttling - corporate-ifa-advisor-customerwallet;xpi-prd-aks-02;xpi-prd-aks-02;Alert13739583;Medio / Minor;Alert13739584;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;8b80b596870f2a1089d9ea480cbb350c;CUSTOM_ALERT;0;08/01/2025 05:14;FALSO;Secundário(a);2;nan;CUSTOM_ALERT;-1397971178022929569_1754034660000V2-xpi-prd-aks-02;Sim;Infra;1;REM0082731;REM_OK
00:16:00;08/01/2025 05:01;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-brazilsoutheast-aks;xpi-prd-brazilsoutheast-aks;Alert13739586;Medio / Minor;nan;Recurso de nuvem;SGO-Dynatrace;Alto(a);Encerrado;75a1fd9e3b8ba290ab756c47f4e45a79;CUSTOM_ALERT;0;08/01/2025 05:17;FALSO;Nenhum(a);2;nan;CUSTOM_ALERT;-7417376132193905087_1754034540000V2-xpi-prd-brazilsoutheast-aks;Sim;Infra;1;REM0082732;REM_OK
00:02:10;08/01/2025 06:00;Finance Ops;Process unavailable;PRD_OMSRouter.exe;OMSRouter.exe@probotpnt02;Alert13739684;Crítico;nan;Microsserviço;SGO-Dynatrace;Alto(a);Encerrado;1d4f399a3b83e290ab756c47f4e45a0d;AVAILABILITY;1;08/01/2025 06:02;VERDADEIRO;Nenhum(a);2;nan;PROCESS_UNAVAILABLE;7284178802393077817_1754038811542V2-PRD_OMSRouter.exe;Não;;0;;REM_NOT_OK
00:21:05;08/01/2025 06:37;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-brazilsoutheast-aks;xpi-prd-brazilsoutheast-aks;Alert13739723;Medio / Minor;Alert13739728;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;fba78e12970f2ed0e62cb9b6f053af2a;CUSTOM_ALERT;0;08/01/2025 06:58;VERDADEIRO;Secundário(a);2;nan;CUSTOM_ALERT;-2647685810960899598_1754040660000V2-xpi-prd-brazilsoutheast-aks;Sim;Infra;1;REM0082733;REM_OK
00:17:05;08/01/2025 06:42;NOC;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739725;Medio / Minor;Alert13739728;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;35d84a124787ae10f15dfb72036d43cd;CUSTOM_ALERT;0;08/01/2025 06:59;VERDADEIRO;Secundário(a);2;nan;CUSTOM_ALERT;4324048791299735452_1754040720000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082734;REM_OK
00:09:05;08/01/2025 06:48;NOC;[Kubernetes] OOM - mkt-audience-cdp-script-manager;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739729;Medio / Minor;Alert13739728;Recurso de nuvem;SGO-Dynatrace;Moderado(a);Encerrado;bc3a4e523b0baa14d3613c37f4e45a14;CUSTOM_ALERT;0;08/01/2025 06:57;VERDADEIRO;Secundário(a);2;nan;CUSTOM_ALERT;-749895715249731909_1754041140000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082735;REM_OK
00:01:50;08/01/2025 06:55;Pré Negociação;Corporate.Integrations.Orders.Intraday.Strategies.XP is in undesirable (stopped) state;SP2TECTKTOUCH01.xpcorretora.com.br;sp2tectktouch01;Alert13739804;Crítico;nan;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;7adb0a5e970fea50c5f1b5d6f053afbd;AVAILABILITY;0;08/01/2025 06:57;VERDADEIRO;Nenhum(a);2;nan;SERVICE_AVAIBILITY;-94805711989853430_1754042100247V2-SP2TECTKTOUCH01.xpcorretora.com.br;Sim;Infra;1;REM0082736;REM_OK
00:58:10;08/01/2025 07:01;SRE;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-brazilsoutheast-aks;xpi-prd-brazilsoutheast-aks;Alert13739812;Medio / Minor;nan;Recurso de nuvem;SGO-Dynatrace;Alto(a);Encerrado;603dc6da8743e210959ec8440cbb3534;CUSTOM_ALERT;0;08/01/2025 07:59;VERDADEIRO;Nenhum(a);2;nan;CUSTOM_ALERT;2058844019119682221_1754042040000V2-xpi-prd-brazilsoutheast-aks;Sim;Infra;1;REM0082737;REM_OK
00:04:05;08/01/2025 07:09;Consolidation;CPU saturation;az1psql29.xpcorretora.com.br;az1psql29;Alert13739875;Alto / Major;nan;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;6bee4ad697c7a2104487b55ef053af89;RESOURCE_CONTENTION;175;08/01/2025 07:13;VERDADEIRO;Nenhum(a);2;nan;CPU_SATURATED;1426878551147778469_1754042620160V2-az1psql29.xpcorretora.com.br;Sim;Infra;1;REM0082738;REM_OK
00:27:05;08/01/2025 07:11;SRE;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739880;Medio / Minor;Alert13739881;Recurso de nuvem;SGO-Dynatrace;Baixo(a);Encerrado;3e7fca5a3bc7ee90a05cc037f4e45a37;CUSTOM_ALERT;0;08/01/2025 07:38;VERDADEIRO;Secundário(a);2;nan;CUSTOM_ALERT;6689147377039672254_1754042400000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082739;REM_OK
00:25:10;08/01/2025 07:24;SRE;[Kubernetes] CPU throttling - xpinc-portfoliosummary-writers;xpi-prd-aks-02;xpi-prd-aks-02;Alert13739895;Medio / Minor;Alert13739905;Recurso de nuvem;SGO-Dynatrace;Baixo(a);Encerrado;1e829e5a3bcbe290ab756c47f4e45ab8;CUSTOM_ALERT;0;08/01/2025 07:50;VERDADEIRO;Secundário(a);2;nan;CUSTOM_ALERT;-5584325057180414754_1754043540000V2-xpi-prd-aks-02;Sim;Infra;1;REM0082740;REM_OK
00:07:00;08/01/2025 07:52;SRE;[Kubernetes] OOM - xpinc-cards-eligibilityservice;xpi-prd-aks-01;xpi-prd-aks-01;Alert13739981;Medio / Minor;nan;Recurso de nuvem;SGO-Dynatrace;Alto(a);Encerrado;f1e85a5e97832e50c5f1b5d6f053af09;CUSTOM_ALERT;0;08/01/2025 07:59;VERDADEIRO;Nenhum(a);2;nan;CUSTOM_ALERT;5405439138488941236_1754044920000V2-xpi-prd-aks-01;Sim;Infra;1;REM0082741;REM_OK
00:04:45;08/01/2025 08:05;Sistemas - Serv. Fin. (Banco);CPU saturation;pcrivoapp02.xpcorretora.com.br;pcrivoapp02;Alert13740027;Alto / Major;nan;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;5bdb1ad647cb6210a456f2c5036d431f;RESOURCE_CONTENTION;33;08/01/2025 08:10;VERDADEIRO;Nenhum(a);2;nan;CPU_SATURATED;7798317380704779637_1754045980139V2-pcrivoapp02.xpcorretora.com.br;Sim;Infra;1;REM0082742;REM_OK
00:03:55;08/01/2025 09:04;Banco de dados - SqlServer;CPU saturation;SP3SQL53-01.xpcorretora.com.br;sp3sql53-01;Alert13740274;Alto / Major;nan;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;8d492e963b0f2e5084491747f4e45a5e;RESOURCE_CONTENTION;72;08/01/2025 09:08;VERDADEIRO;Nenhum(a);2;nan;CPU_SATURATED;7422946730643770618_1754049510075V2-SP3SQL53-01.xpcorretora.com.br;Sim;Infra;1;REM0082744;REM_OK
00:09:50;08/01/2025 09:23;Middleware;CPU saturation;daddsx04.xpcorretora.com.br;daddsx04;Alert13740337;Alto / Major;Alert13740405;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;46bd2e123b876e104fee7947f4e45a28;RESOURCE_CONTENTION;96;08/01/2025 09:33;VERDADEIRO;Secundário(a);2;nan;CPU_SATURATED;845396696211094862_1754050670330V2-daddsx04.xpcorretora.com.br;Não;Infra;0;;REM_NOT_OK
00:08:55;08/01/2025 09:27;Middleware;CPU saturation Servidores AD;daddsx04.xpcorretora.com.br;daddsx04;Alert13740403;Crítico;Alert13740405;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;1c9e2e1e970fa2104487b55ef053afa8;AVAILABILITY;0;08/01/2025 09:36;FALSO;Secundário(a);2;nan;AVAILABILITY_EVENT;4765055238218252014_1754050860000V2-daddsx04.xpcorretora.com.br;Não;Infra;0;;REM_NOT_OK
00:03:10;08/01/2025 09:29;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740417;Alto / Major;Alert13740421;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;5f0fe29e970fa2104487b55ef053af37;RESOURCE_CONTENTION;0;08/01/2025 09:32;FALSO;Secundário(a);2;nan;RESOURCE_CONTENTION;-193115269667682161_1754051040000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-56bd7bf7mblj);Sim;;1;REM0082753;REM_OK
00:03:09;08/01/2025 09:29;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740418;Alto / Major;Alert13740421;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;6b0f669e970fa2104487b55ef053afa9;RESOURCE_CONTENTION;0;08/01/2025 09:32;FALSO;Secundário(a);2;nan;RESOURCE_CONTENTION;-193115269667682161_1754051040000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-56bd7bf4tzht);Sim;;1;REM0082754;REM_OK
00:09:40;08/01/2025 09:32;Infraestrutura Datacenter;Veeam Mount Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740426;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;cccfa65e3bcb2e102a256747f4e45af5;AVAILABILITY;98;08/01/2025 09:42;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;6880854863570057574_1754051490259V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;2;REM0082756, REM0082759;REM_OK
00:09:35;08/01/2025 09:32;Infraestrutura Datacenter;Veeam Backup Server RESTful API Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740427;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;a4cfae968787e2105a0a41170cbb3500;AVAILABILITY;0;08/01/2025 09:42;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-883542343237639279_1754051490259V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;2;REM0082757, REM0082758;REM_OK
00:09:30;08/01/2025 09:32;Infraestrutura Datacenter;Veeam Data Analyzer Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740428;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;a9cf2a923bcfee90a05cc037f4e45a34;AVAILABILITY;38;08/01/2025 09:42;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7846185950611249389_1754051490259V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;2;REM0082755, REM0082760;REM_OK
00:02:00;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Azure Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740437;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;65e0fe9e970322506e5efcb6f053af4b;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-6326724811278622195_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082770;REM_OK
00:02:45;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Kubernetes Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740438;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;d9e03e9a3b036e5084491747f4e45a20;AVAILABILITY;0;08/01/2025 09:40;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-6216128512707309506_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082769;REM_OK
00:02:05;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Data Analyzer Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740439;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;66e036123b0f2e102a256747f4e45a0c;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7795134234057038602_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082771;REM_OK
00:02:40;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Explorers Recovery Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740441;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;66e0fe9a3b036e5084491747f4e45adb;AVAILABILITY;0;08/01/2025 09:40;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;1278733015674276651_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082772;REM_OK
00:02:05;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Guest Catalog Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740442;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;eae0be9a3b036e5084491747f4e45a11;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7943490462125355306_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082774;REM_OK
00:02:05;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Broker Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740444;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;3ae0365a874be210959ec8440cbb3522;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;1612507051863842905_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082766;REM_OK
00:02:40;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Cloud Connect Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740445;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;36e07ed63b8f2690ab756c47f4e45a4f;AVAILABILITY;0;08/01/2025 09:40;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-3956676966156713958_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082765;REM_OK
00:02:35;08/01/2025 09:37;Infraestrutura Datacenter;Veeam GCP Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740446;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;08f0ba924703a210a456f2c5036d433f;AVAILABILITY;0;08/01/2025 09:40;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-5177975831215600720_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082763;REM_OK
00:01:45;08/01/2025 09:37;Infraestrutura Datacenter;Veeam ONE Agent is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740447;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;84f07616874b6a1089d9ea480cbb35ff;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7043125249784544138_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082773;REM_OK
00:01:55;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Backup Update Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740448;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;c9f076123b0f2e102a256747f4e45a68;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7221601573315182657_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082768;REM_OK
00:01:40;08/01/2025 09:37;Infraestrutura Datacenter;Veeam AWS Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740449;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;05f0fe9297c72e50c5f1b5d6f053af61;AVAILABILITY;0;08/01/2025 09:39;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;404236793829554601_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082761;REM_OK
00:02:30;08/01/2025 09:37;Infraestrutura Datacenter;Veeam CDP Coordinator Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740451;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;1df0b616874b6a1089d9ea480cbb35c7;AVAILABILITY;0;08/01/2025 09:40;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2828704479641147418_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082764;REM_OK
00:09:30;08/01/2025 09:37;Infraestrutura Datacenter;Veeam Backup Server RESTful API Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740452;Crítico;Alert13740432;Windows Server;SGO-Dynatrace;Moderado(a);Encerrado;b5f07a52970b6ed0e62cb9b6f053af19;AVAILABILITY;0;08/01/2025 09:47;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;8118682617953133046_1754051778249V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082767;REM_OK
00:52:50;08/01/2025 09:49;Consolidation;Response time degradation;az1psql29.xpcorretora.com.br;az1psql29;Alert13740470;Alto / Major;nan;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;7d93ba523b036690ab756c47f4e45a48;PERFORMANCE;93;08/01/2025 10:42;VERDADEIRO;Nenhum(a);5;nan;CPU_SATURATED;6636711667840267905_1754051580000V2-az1psql29.xpcorretora.com.br;Sim;Engenharia;1;REM0082775;REM_OK
00:05:20;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740583;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;8c14329e3b0f2e102a256747f4e45ae0;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);6;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-74b9df7sbg5w);Sim;;1;REM0082777;REM_OK
00:05:18;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740584;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;2814769e3b0f2e102a256747f4e45a47;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);6;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-74b9df72dbxl);Sim;;1;REM0082780;REM_OK
00:05:17;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740585;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;4d14f69e3b0f2e102a256747f4e45a97;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);6;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-74b9df7g6jh7);Sim;;1;REM0082778;REM_OK
00:05:15;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740586;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;ad14ba9e3b0f2e102a256747f4e45a19;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);6;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-56bd7bf7m5tj);Sim;;1;REM0082776;REM_OK
00:05:14;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740587;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;71143e9e3b0f2e102a256747f4e45ac1;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);6;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-56bd7bf25cks);Sim;;1;REM0082779;REM_OK
00:05:07;08/01/2025 09:51;Growth;Long garbage-collection time;;corporate-securitiesservices-redeemnoquota;Alert13740589;Alto / Major;Alert13740592;Serviço do Kubernetes;SGO-Dynatrace;Baixo(a);Encerrado;731472de3b0f2e102a256747f4e45aa4;RESOURCE_CONTENTION;0;08/01/2025 09:56;VERDADEIRO;Secundário(a);4;nan;RESOURCE_CONTENTION;-676866910944238481_1754052360000V2-PRD_WebApi.dll prd (corporate-securitiesservices-redeemnoquota-primary-56bd7bfsjdg6);Sim;;1;REM0082781;REM_OK
00:02:45;08/01/2025 09:57;Infraestrutura Datacenter;Veeam Data Analyzer Service is in undesirable (stopped) state;SP2VBRVEEAMPRD.xpcorretora.com.br;sp2vbrveeamprd;Alert13740598;Crítico;Alert13740600;Windows Server;SGO-Dynatrace;Alto(a);Encerrado;2465be9e3b43ea14d3613c37f4e45a4d;AVAILABILITY;0;08/01/2025 09:59;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7281982157808825224_1754052980194V2-SP2VBRVEEAMPRD.xpcorretora.com.br;Sim;Infra;1;REM0082785;REM_OK
